ticker,date,Close,High,Low,Volume,Open,Close,High,Low,Volume,Open,Close,High,Low,Volume,Open,Close,High,Low,Volume,Open,Close,High,Low,Volume,Open
,,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,TSLA,TSLA,TSLA,TSLA,TSLA,SPY,SPY,SPY,SPY,SPY
AAPL,2020-12-09,118.54702758789062,122.60632215950014,117.78773593298261,115089200.0,121.2240215863675,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-10,119.96826171875,120.58154143292921,116.96029761781081,81312200.0,117.30100444410381,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-11,119.16029357910156,119.50100038149354,117.3496717985599,86939800.0,119.17975935630199,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-14,118.54702758789062,120.07534750085607,118.31340110026942,79184500.0,119.34525822854418,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-15,124.48506927490234,124.50454247866038,120.83462338964168,157243700.0,121.03904746799414,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-16,124.41693115234375,124.96206204213269,123.2001158255996,98208600.0,124.0275561892667,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-17,125.28330993652344,126.13995272668132,124.64082784390504,94359800.0,125.47799742873109,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-18,123.29747772216797,125.67270382324948,122.77181256405065,192541500.0,125.53642108894336,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-21,124.82577514648438,124.90365310723669,120.17267468087437,121251600.0,121.70099438309586,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-22,128.37890625,130.8417396142282,126.20809672049869,168904800.0,128.1160699450411,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-23,127.48332214355469,128.91428338608608,127.30809300233021,88223700.0,128.65146195480474,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-24,128.4665069580078,129.91695629713385,127.61960817236115,54930100.0,127.83376887622417,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-28,133.0612030029297,133.6939410837403,129.96561683148184,124486200.0,130.43288465030292,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-29,131.28948974609375,135.1054204796811,130.77356128298763,121047300.0,134.38507537843176,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-30,130.1700439453125,132.37978484573765,129.85853207666074,96452100.0,131.98066583416636,,,,,,,,,,,,,,,,,,,,
AAPL,2020-12-31,129.1673583984375,131.16293812586437,128.22310869600184,99116600.0,130.52045619053087,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-04,125.97444915771484,130.06294530983888,123.39479941625174,143301900.0,129.97533817923727,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-05,127.53196716308594,128.24259796257226,125.02045870880843,97664900.0,125.46825325569431,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-06,123.23905944824219,127.57092663069263,123.02489875437408,155088000.0,124.32932869572905,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-07,127.44438171386719,128.13553942794485,124.46561985658641,109578200.0,124.95234603859188,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-08,128.5443878173828,129.10899197173987,126.77269738263777,105158200.0,128.91428961570313,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-11,125.5558853149414,126.71429603758807,125.08863232599059,100384500.0,125.76031685281629,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-12,125.38066101074219,126.24703297603195,123.49216114503781,91951100.0,125.08862234580894,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-13,127.41517639160156,127.96030732627808,125.07889671335819,88636800.0,125.34171815091041,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-14,125.48776245117188,127.52227456444804,125.34173566730958,90221800.0,127.327587039671,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-15,123.76472473144531,126.76295959555424,123.6284420036996,111598500.0,125.36118590805361,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-19,124.43640899658203,125.2930517717372,123.5700370457831,90757300.0,124.3877334109567,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-20,128.52491760253906,128.97271223666024,125.13730745125214,104319500.0,125.24438780808299,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-21,133.23641967773438,135.96208925479198,130.0434971272025,120150900.0,130.2479286583061,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-22,135.3780059814453,136.13729751698824,131.435521560002,114459400.0,132.66206599733243,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-25,139.1257781982422,141.23816756160053,132.91514878597044,157611700.0,139.27180493160114,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-26,139.35943603515625,140.4691710725819,137.61694808504978,98390600.0,139.78775742744395,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-27,138.2886199951172,140.46915831522645,136.68242977361535,140843800.0,139.62224478331817,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-28,133.4505615234375,138.22048632254183,133.07091575107856,142621100.0,135.81605814636788,,,,,,,,,,,,,,,,,,,,
AAPL,2021-01-29,128.4567413330078,133.10984102627805,126.7532002152796,177523800.0,132.22399608017142,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-01,130.57887268066406,131.78595871131816,127.45408469869479,106239800.0,130.19922693086417,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-02,131.40631103515625,132.69126014883398,131.03639446508643,83305400.0,132.12665611956461,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-03,130.38421630859375,132.165635975879,130.0629752354402,89880900.0,132.15589194554707,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-04,133.74261474609375,133.75234392204015,131.01694525702797,84183100.0,132.68155527349182,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-05,133.3282928466797,133.9717351183683,132.45088238594224,75693800.0,133.90349935519643,,,,,,,,,,,,,,,,,,,,
AAPL,2021-02-08,133.47450256347656,133.52325088194496,131.53443254526087,71297200.0,132.6165797613071,,,,,,,,,,,,,,,,,,,,
