ticker,date,Close,High,Low,Volume,Close,High,Low,Volume,Close,High,Low,Volume,Close,High,Low,Volume,Close,High,Low,Volume
,,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,TSLA,TSLA,TSLA,TSLA,SPY,SPY,SPY,SPY
AAPL,2025-06-11,198.36236572265625,204.07034932786254,197.99314795828434,60989900.0,,,,,,,,,,,,,,,,
AAPL,2025-06-12,198.78147888183594,199.26046614106752,196.94534836583952,43904600.0,,,,,,,,,,,,,,,,
AAPL,2025-06-13,196.03726196289062,199.9490243445518,195.2888376882346,51447300.0,,,,,,,,,,,,,,,,
AAPL,2025-06-16,198.0031280517578,198.27256505925683,196.1470352061455,43020700.0,,,,,,,,,,,,,,,,
AAPL,2025-06-17,195.2289581298828,197.97318035709665,194.79986887227625,38856200.0,,,,,,,,,,,,,,,,
AAPL,2025-06-18,196.16697692871094,197.15490236836843,194.66015499959357,45394700.0,,,,,,,,,,,,,,,,
AAPL,2025-06-20,200.57769775390625,201.27622400422058,196.44639652864126,96813500.0,,,,,,,,,,,,,,,,
AAPL,2025-06-23,201.07666015625,201.87498244787415,198.54200324907936,55814300.0,,,,,,,,,,,,,,,,
AAPL,2025-06-24,199.87918090820312,203.0125832870988,199.77938491343542,54064000.0,,,,,,,,,,,,,,,,
AAPL,2025-06-25,201.13653564453125,203.2421033073339,200.19850807531137,39525700.0,,,,,,,,,,,,,,,,
AAPL,2025-06-26,200.57769775390625,202.2142514946699,199.04094000321476,50799100.0,,,,,,,,,,,,,,,,
AAPL,2025-06-27,200.65753173828125,202.7930349784745,199.57979899649257,73188600.0,,,,,,,,,,,,,,,,
AAPL,2025-06-30,204.7389373779297,206.95427439094752,198.84135059390303,91912800.0,,,,,,,,,,,,,,,,
AAPL,2025-07-01,207.3833770751953,209.74839282792448,205.70689884063935,78788900.0,,,,,,,,,,,,,,,,
AAPL,2025-07-02,211.99366760253906,212.8917706186518,207.7026988246806,67941800.0,,,,,,,,,,,,,,,,
AAPL,2025-07-03,213.10134887695312,214.19902871499423,211.36499901814886,34955800.0,,,,,,,,,,,,,,,,
AAPL,2025-07-07,209.50889587402344,215.77570049162512,208.36131809352125,50229000.0,,,,,,,,,,,,,,,,
AAPL,2025-07-08,209.5687713623047,210.98578616820197,208.01205130024096,42848900.0,,,,,,,,,,,,,,,,
AAPL,2025-07-09,210.69639587402344,210.8859991217609,206.78463359109693,48749400.0,,,,,,,,,,,,,,,,
AAPL,2025-07-10,211.96372985839844,213.03147386855414,209.58872537016995,44443600.0,,,,,,,,,,,,,,,,
AAPL,2025-07-11,210.7163543701172,211.68431760849728,209.41908263784933,39765800.0,,,,,,,,,,,,,,,,
AAPL,2025-07-14,208.1816864013672,210.46688365912564,207.10395364435493,38840100.0,,,,,,,,,,,,,,,,
AAPL,2025-07-15,208.67066955566406,211.44482767792792,208.48106630115817,42296300.0,,,,,,,,,,,,,,,,
AAPL,2025-07-16,209.71847534179688,211.95375954691573,208.2016644692293,47490500.0,,,,,,,,,,,,,,,,
AAPL,2025-07-17,209.57875061035156,211.3550095983717,209.14964612579556,48068100.0,,,,,,,,,,,,,,,,
AAPL,2025-07-18,210.73631286621094,211.34503189230253,209.25942654413325,48974600.0,,,,,,,,,,,,,,,,
AAPL,2025-07-21,212.0335693359375,215.3266389893317,211.18536434566,51377400.0,,,,,,,,,,,,,,,,
AAPL,2025-07-22,213.94955444335938,214.49840197701596,211.78411528941558,46404100.0,,,,,,,,,,,,,,,,
AAPL,2025-07-23,213.7000732421875,214.69797228179937,211.9637386583707,46989300.0,,,,,,,,,,,,,,,,
AAPL,2025-07-24,213.31088256835938,215.2368355364858,213.08137006420023,46022600.0,,,,,,,,,,,,,,,,
AAPL,2025-07-25,213.43064880371094,214.7877920897316,212.95164630742312,40268800.0,,,,,,,,,,,,,,,,
AAPL,2025-07-28,213.6002960205078,214.39861831079742,212.61237047326716,37858000.0,,,,,,,,,,,,,,,,
AAPL,2025-07-29,210.8261260986328,214.3586818606333,210.37707459375494,51411700.0,,,,,,,,,,,,,,,,
AAPL,2025-07-30,208.6107940673828,211.94377315400357,207.28358653790625,45512500.0,,,,,,,,,,,,,,,,
AAPL,2025-07-31,207.1339111328125,209.39913099136336,206.72476887181696,80698400.0,,,,,,,,,,,,,,,,
AAPL,2025-08-01,201.95481872558594,213.1312852679161,201.07666267114303,104434500.0,,,,,,,,,,,,,,,,
AAPL,2025-08-04,202.9227752685547,207.44325668811337,201.25627047720934,75109300.0,,,,,,,,,,,,,,,,
AAPL,2025-08-05,202.49366760253906,204.90858140720596,201.73526982787092,44155100.0,,,,,,,,,,,,,,,,
AAPL,2025-08-06,212.80197143554688,214.9275012748427,205.15806109322384,108483100.0,,,,,,,,,,,,,,,,
AAPL,2025-08-07,219.56771850585938,220.38600300495352,216.12496995802366,90224800.0,,,,,,,,,,,,,,,,
AAPL,2025-08-08,228.86814880371094,230.5146761138317,218.78936250198095,113854000.0,,,,,,,,,,,,,,,,
AAPL,2025-08-11,226.95997619628906,229.33767612130436,224.54232171734583,61806100.0,,,,,,,,,,,,,,,,
AAPL,2025-08-12,229.42758178710938,230.57647717809445,226.8500938879156,55626200.0,,,,,,,,,,,,,,,,
AAPL,2025-08-13,233.10403442382812,234.77241529044048,230.2068337695816,69878500.0,,,,,,,,,,,,,,,,
AAPL,2025-08-14,232.5545654296875,234.89229562265464,230.6264418350812,51916300.0,,,,,,,,,,,,,,,,
AAPL,2025-08-15,231.36570739746094,234.0531046408583,229.11788646444978,56038700.0,,,,,,,,,,,,,,,,
AAPL,2025-08-18,230.66639709472656,232.89423321308522,229.88715369469057,37476200.0,,,,,,,,,,,,,,,,
AAPL,2025-08-19,230.3367156982422,232.64447617946885,229.1278960385577,39402600.0,,,,,,,,,,,,,,,,
AAPL,2025-08-20,225.79110717773438,230.24679444121838,225.55134937034353,42263900.0,,,,,,,,,,,,,,,,
AAPL,2025-08-21,224.68218994140625,226.30063142153253,223.56327948127884,30621200.0,,,,,,,,,,,,,,,,
AAPL,2025-08-22,227.53941345214844,228.8681272027074,225.1916985271248,42477800.0,,,,,,,,,,,,,,,,
AAPL,2025-08-25,226.94000244140625,229.07792927219558,226.01089520624416,30983100.0,,,,,,,,,,,,,,,,
AAPL,2025-08-26,229.08792114257812,229.26775474756235,224.4724002828088,54575100.0,,,,,,,,,,,,,,,,
AAPL,2025-08-27,230.26678466796875,230.676376013076,228.03893336267103,31259500.0,,,,,,,,,,,,,,,,
AAPL,2025-08-28,232.33477783203125,233.18396075811214,229.11789497993007,38074700.0,,,,,,,,,,,,,,,,
AAPL,2025-08-29,231.91517639160156,233.15398096397084,231.145917853049,39418400.0,,,,,,,,,,,,,,,,
AAPL,2025-09-02,229.49752807617188,230.62643860177437,226.75019132336067,44075600.0,,,,,,,,,,,,,,,,
AAPL,2025-09-03,238.2390594482422,238.6186963224971,234.133039090421,66427800.0,,,,,,,,,,,,,,,,
AAPL,2025-09-04,239.5477752685547,239.66765417218173,236.51072617258424,47549400.0,,,,,,,,,,,,,,,,
AAPL,2025-09-05,239.45787048339844,241.08629675958926,238.25903569310344,54870400.0,,,,,,,,,,,,,,,,
AAPL,2025-09-08,237.64962768554688,239.91741830634814,236.11111057683257,48999500.0,,,,,,,,,,,,,,,,
AAPL,2025-09-09,234.123046875,238.5487492683241,233.13400016518182,66313900.0,,,,,,,,,,,,,,,,
AAPL,2025-09-10,226.5703582763672,232.19491077497392,225.73117543382176,83440800.0,,,,,,,,,,,,,,,,
AAPL,2025-09-11,229.80722045898438,230.22681187017153,226.43048902665416,50208600.0,,,,,,,,,,,,,,,,
AAPL,2025-09-12,233.84332275390625,234.28288383192944,228.79821036620638,55824200.0,,,,,,,,,,,,,,,,
AAPL,2025-09-15,236.47076416015625,237.95932665324483,234.80238330570734,42699500.0,,,,,,,,,,,,,,,,
AAPL,2025-09-16,237.9193572998047,240.98639147239973,236.09114297984144,63421100.0,,,,,,,,,,,,,,,,
AAPL,2025-09-17,238.75856018066406,239.86748583209587,237.4997706474641,46508000.0,,,,,,,,,,,,,,,,
AAPL,2025-09-18,237.64962768554688,240.9664044724694,236.4208079152849,44249600.0,,,,,,,,,,,,,,,,
AAPL,2025-09-19,245.26223754882812,246.06146581163878,239.9773675285625,163741300.0,,,,,,,,,,,,,,,,
AAPL,2025-09-22,255.8319854736328,256.3914711896616,247.8797028858207,105517400.0,,,,,,,,,,,,,,,,
AAPL,2025-09-23,254.18359375,257.0907792625319,253.33442606621003,60275200.0,,,,,,,,,,,,,,,,
AAPL,2025-09-24,252.06564331054688,255.4923293909784,250.79686899703333,42303700.0,,,,,,,,,,,,,,,,
AAPL,2025-09-25,256.6212158203125,256.9209435623003,251.466224879955,55202100.0,,,,,,,,,,,,,,,,
AAPL,2025-09-26,255.2126007080078,257.3505275669758,253.5342198150173,46076300.0,,,,,,,,,,,,,,,,
AAPL,2025-09-29,254.18359375,254.75304905914027,252.76497075706976,40127700.0,,,,,,,,,,,,,,,,
AAPL,2025-09-30,254.38340759277344,255.67215158054225,252.8648753735947,37704300.0,,,,,,,,,,,,,,,,
AAPL,2025-10-01,255.20260620117188,258.53938316103813,254.6831055272507,48713900.0,,,,,,,,,,,,,,,,
AAPL,2025-10-02,256.8809814453125,257.9299523535748,253.9038565188199,42630200.0,,,,,,,,,,,,,,,,
AAPL,2025-10-03,257.7701110839844,258.9889308017334,253.70406057825727,49155600.0,,,,,,,,,,,,,,,,
AAPL,2025-10-06,256.44140625,258.819106172963,254.80299514816292,44664100.0,,,,,,,,,,,,,,,,
AAPL,2025-10-07,256.23162841796875,257.15072039039774,255.18262697514498,31955800.0,,,,,,,,,,,,,,,,
AAPL,2025-10-08,257.8100891113281,258.2696351050741,255.8619653198879,36496900.0,,,,,,,,,,,,,,,,
AAPL,2025-10-09,253.79396057128906,257.75013209688524,252.8948383011137,38322000.0,,,,,,,,,,,,,,,,
AAPL,2025-10-10,245.032470703125,256.13171175032437,243.76369637579657,61999100.0,,,,,,,,,,,,,,,,
AAPL,2025-10-13,247.42015075683594,249.44818352992385,245.32217845998096,38142900.0,,,,,,,,,,,,,,,,
AAPL,2025-10-14,247.53004455566406,248.60900042906025,244.46301046499008,35478000.0,,,,,,,,,,,,,,,,
AAPL,2025-10-15,249.09852600097656,251.5761352503302,247.2303418581919,33893600.0,,,,,,,,,,,,,,,,
AAPL,2025-10-16,247.21035766601562,248.79881419551728,244.8926123625184,39777000.0,,,,,,,,,,,,,,,,
AAPL,2025-10-17,252.045654296875,253.13461023404025,247.03052706557392,49147000.0,,,,,,,,,,,,,,,,
AAPL,2025-10-20,261.98602294921875,264.1239650925819,255.3824390623343,90483000.0,,,,,,,,,,,,,,,,
